SMILES,Name
Clc1ccc(cc1)-n1ncc2c(NCCCn3ccnc3)ncnc12,ZINC03849458
COC(=O)c1ccc2S\C(=C\c3cccc(OC)c3)C(=O)Nc2c1,ZINC03854772
COc1cc(\C=C2\S\C(NC2=O)=N/c2ccccc2)c(Br)cc1O,ZINC03890268
COc1cccc(c1)-c1csc(NNC(=O)c2cccs2)n1,ZINC01036627
Cc1ccc2N(Cc3ccccc3)C(=O)\C(=N/NC(N)=S)c2c1,ZINC00537114
Brc1cccc(NC(=O)CSc2nncn2-n2cccc2)c1,ZINC04518476
COc1cccc2sc(NC(=O)\C=C\c3ccccc3)nc12,ZINC00440673
COc1cccc(NC(=O)CCN2C(=S)[N-]c3ccccc3C2=O)c1,ZINC02972035
CCc1ccc(cc1)\C=C1/C(=O)[N-]N(C1=O)c1cccc(Cl)c1,ZINC03854594
Nc1ccccc1SC1CC(=O)N(C1=O)c1ccc(F)cc1,ZINC00097323
CC(=O)Nc1ccc(cc1)C(=O)N\N=C/c1ccccc1Cl,ZINC03890581
Cc1ccc(cc1)C1CC(=O)C(Nc2ccccc2I)C1=O,ZINC00798918
Cc1ccc(Sc2cncc3sc(\C=C\C(N)=O)cc23)cc1,ZINC00026573
COc1ccc(cc1)-n1nnc(C(=O)Nc2cccc(Cl)c2)c1C,ZINC02715841
COC(=O)c1ccc(cc1)\C=C1\S\C(NC1=O)=N\c1ccccc1F,ZINC03983016
Fc1ccc(cc1)C(=O)CCCSC1=NC(=O)c2ccccc2N1,ZINC03867126
FC(F)Oc1ccc(NC(=O)COC(=O)C2COc3ccccc3O2)cc1,ZINC03497477
CC1(C)Nc2ccccc2C(SCC(=O)Nc2ccccc2F)=N1,ZINC04372206
CC(C(=O)c1ccc(Cl)cc1)C1=Nc2cc(C)c(C)cc2NC1=O,ZINC01588921
COc1cccc2C(=O)N(CC(=O)Nc3cccc(Cl)c3)C=Cc12,ZINC02712161
Cc1ccc(cc1)-c1noc(CSc2nc3ccccc3[nH]2)n1,ZINC04116100
Cc1cccc(NC(=O)COC(=O)c2ccc(I)cc2)c1,ZINC03387202
O=C1NC(Nc2ccccc12)c1ccc(OC2CSC2)cc1,ZINC00347297
CCSc1nnc-2c(OC(Nc3ccccc-23)c2ccc(O)cc2)n1,ZINC01190818
Cc1ccc(cc1C)N1[N-]C(=O)\C(=C/C=C/c2ccccc2Cl)C1=O,ZINC02053502
COc1ccc(cc1)-c1cc(ccn1)-c1sc(N)nc1-c1ccccn1,ZINC00595551
COC(C(=O)NNC(=O)Cc1ccc(Cl)cc1)c1ccccc1,ZINC02307277
COc1ccc(Cl)cc1C(=O)OCC(=O)Nc1ccccc1,ZINC03497925
CNC(=S)N(Cc1cccs1)CC1=Cc2cc(C)ccc2NC1=O,ZINC00884408
Cc1ccc(s1)-c1cc([nH]n1)C(=O)N\N=C\c1ccco1,ZINC00054121
COc1cc(cc(Cl)c1O)\C=N\NC(=O)c1ccccc1,ZINC00495822
CC(NC(=O)c1ccccc1)C(=O)OCC(=O)Nc1cccc(F)c1,ZINC03475788
CCOc1ccc(cc1O)\C=N/NC(=S)Nc1ccccc1,ZINC00138683
Cc1ccc(O)c(NC(=O)COc2ccc(Br)cc2)c1,ZINC02879701
COC(=O)c1ccc(cc1)\C=N/NC(=O)c1c(C)nc2ccc(Cl)cn12,ZINC01215212
COc1ccc(NCC(=O)N\N=C\c2ccccc2Cl)cc1,ZINC00353826
CSc1ccc(cc1)\C=N/NC(=O)C1COc2ccccc2O1,ZINC03867766
COc1ccc(OC)c(c1)N1C(=S)NC(=O)\C(=C\c2ccco2)C1=O,ZINC03890686
Cc1ccc(NC(=O)COC(=O)c2cn3ccccc3n2)cc1Br,ZINC04407873
O=C(NC1CCSC1)c1ccccc1[N-]S(=O)(=O)c1ccccc1,ZINC01024080
Clc1ccc(NC(=O)CCC2COc3ccccc3O2)nc1,ZINC00376914
CC1CCc2c(C1)sc1ncnc(NCC(O)c3ccccc3)c21,ZINC03339599
CCOc1cc(cc(Br)c1OCc1ccccc1)C(N)=O,ZINC01071767
Cc1cccc(NC(=S)NNC(=O)c2ccccc2)c1C,ZINC02784061
COc1ccc(cc1)\C=N/NC(=O)C1CN(C(=O)C1)c1ccc(F)cc1,ZINC03889228
S=C(NCCc1ccccc1)N\N=C/c1ccc2OCOc2c1,ZINC00072062
COC(=O)CSC1=Nc2ccccc2C(=N)N1c1ccc(Cl)cc1,ZINC04052076
CC(C)(C)C(=O)Nc1ccc(Cl)cc1C1=Nc2ccccc2NC1=O,ZINC04386631
Cc1nnc(SCC(=O)Nc2ccc(F)cc2)n1-c1ccccc1,ZINC00422534
FC(F)Oc1ccc(cc1)C(=C)NNC(=O)c1cccnc1,ZINC03254672
Cc1cccc(c1)-c1n[n-]c(SCC(=O)Nc2ccccc2)n1,ZINC00411633
Cc1cc(C(F)F)n2nc(nc2n1)C(=O)Nc1cccc2ccccc12,ZINC00815207
Cc1ccc(NC(=S)N\N=C\c2cccc(O)c2)cc1,ZINC00045885
CC(Sc1nnnn1-c1ccccc1)C(=O)Nc1ccccc1F,ZINC03504065
COc1cccc(c1)C(C)NC(=S)Nc1cccc(c1)N(=O)=O,ZINC00610572
Cc1ccsc1C(=O)NNC(=S)NCc1ccccc1,ZINC00374742
COc1ccccc1NC(=O)COc1ncnc2sccc12,ZINC03497047
COc1ccc(Cl)cc1\C=C1\C(=O)[N-]N(C1=O)c1ccccc1,ZINC03853985
CCSc1nnc([N-]C(=O)c2ccc3ccccc3n2)s1,ZINC02658027
CN1N(C)C(c2ccccc2)=C(\N=C(\[O-])c2ccccc2Cl)C1=O,ZINC03889035
CCOc1ccc2nc(NC(=O)CNc3ccc(F)cc3)sc2c1,ZINC04201825
Cc1ccccc1N1C([S-])=NC(=O)/C(=C\c2ccc[nH]2)C1=O,ZINC01811065
COC(=O)c1ccc(NC(=O)\C=C/c2c(F)cccc2Cl)cc1,ZINC03852779
CCc1ccc(NC(=O)C(C)OC(=O)c2cccnc2Cl)cc1,ZINC03250461
COc1ccc2cc(Br)ccc2c1CC(=O)Nc1cccnc1,ZINC00703767
COC(=O)COc1ccc(cc1)C(=O)Nc1ccc(Cl)cc1,ZINC01938439
Cc1ccccc1-c1nnc(S)n1\N=C/c1ccc(O)cc1,ZINC03957541
Cc1ccc(Cn2cc(cn2)-n2c(S)nnc2Cn2cccn2)cc1,ZINC02809752
COc1cccc(c1)C(=O)Nc1nc2ccc3nc(C)sc3c2s1,ZINC03899345
C=C(NNC(=S)N1CCN(CC1)c1ccccn1)c1ccccn1,ZINC01580627
Cc1cccc(NC2=NC(=O)\C(S2)=C/c2cccc(O)c2)c1,ZINC04467762
CCOc1ccc2nc([N-]S(=O)(=O)c3ccccc3C)sc2c1,ZINC00363799
Cc1cccc(NC(=O)CSc2nc3ccc(C)cc3[nH]2)c1,ZINC00272294
Clc1ccccc1C(=O)N\C(C(=O)NCC=C)=C/c1ccc2OCOc2c1,ZINC02956567
COC(=O)c1ccc2C(=O)N(Cc3ccccc3)C(=S)[N-]c2c1,ZINC02445140
CC(Sc1nnc(C)s1)C(=O)Nc1ccccc1-c1ccccc1,ZINC03389187
CSCc1c(oc2ccccc12)C(=O)Nc1ccc(F)c(c1)N(=O)=O,ZINC03569827
Cc1nc([N-]c2nc3ccccc3o2)nc(-c2ccc(F)cc2)c1C#N,ZINC00546026
COc1cccc(NC(=O)CN2C(=O)Sc3ccccc23)c1,ZINC00317779
Clc1cccc(NCC(=O)N\N=C\c2ccc3OCOc3c2)c1,ZINC00234208
Oc1ccccc1C(=O)N\N=C\c1cc2cc3OCOc3cc2nc1Cl,ZINC02423182
COc1ccccc1C(=O)NC(=S)[N-]c1ccccc1O,ZINC00457205
Cn1cc(I)c(n1)C(=O)N\N=C\c1c(O)ccc2ccccc12,ZINC00830252
Brc1ccc(cc1)S(=O)(=O)Nc1ccccc1N1CCCCC1,ZINC03319735
COc1ccccc1NC(=O)CSCC(=O)Nc1ccccc1F,ZINC00581536
Fc1ccccc1C(=O)N\N=C1/SCC(=O)N1Cc1ccco1,ZINC04001555
Clc1ccc(OCC=C)c(c1)\C=C1\C(=O)[N-]N(C1=O)c1ccccc1,ZINC03853981
CN(C)c1ccc(cc1)C(=O)OCC(=O)Nc1c(F)cccc1F,ZINC03400835
COc1cccc(NC(=O)COC(=O)c2ccccc2Br)c1,ZINC03506943
Brc1ccc(NC(=O)C2CN(C(=O)C2)c2ccccc2)cc1,ZINC00854800
Cc1ccccc1NC(=O)c1nc[n-]c1C(=O)Nc1ccc(F)cc1,ZINC00472382
CC(=O)c1cccc(Nc2ncc(s2)C(=O)c2ccccc2C)c1,ZINC03938608
COC(=O)c1ccc(cc1)\C=N/NC(=O)c1ccccc1Cl,ZINC03866852
CN\C(S)=N/N=C/c1ccc(OC(=O)c2ccccc2)c(OC)c1,ZINC04469797
CC(C)CNC(=O)c1ccc(Cl)c(NC(=O)c2ccco2)c1,ZINC01006618
CC(=O)Nc1ccc(NC(=O)CSc2ccc(Cl)cc2)cc1,ZINC00570270
Clc1ccccc1N1C(=O)CC(NNC(=O)c2ccccc2)C1=O,ZINC00090449
Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,ZINC00121334
CC(C)(C)c1cc([nH]n1)C(=O)N\N=C\c1ccccc1Br,ZINC00046669
Cc1cccc(c1)C(=O)NNC(=S)NCc1ccccc1,ZINC00420645
Cc1cccc(NC(=O)COC(=O)\C=C\c2ccc(Br)o2)c1,ZINC03399476
CCn1c(C)nc2cc(ccc12)C(=O)NNC(=C)c1cccs1,ZINC03281861
CC(=O)Oc1ccc(cc1)C(=O)NCc1ccc(Cl)cc1,ZINC02734609
Cc1ccc(cc1)C(=N)NOC(=O)c1cccc(Br)c1,ZINC02959638
CC(C)C(NC(=O)c1ccccc1)C(=O)Nc1nccs1,ZINC03549683
COc1cccc(NC(=O)COC(=O)c2cccc(Cl)c2)c1,ZINC03385780
Oc1ccccc1N1CCN(CC1)C(=O)\C=C/c1cccc(Br)c1,ZINC04465485
CC1(NC(=O)N(CC(=O)c2ccccc2)C1=O)c1cccc(Br)c1,ZINC03610482
CCCNC(=O)c1ccccc1-c1nc(no1)-c1ccc(Cl)cc1,ZINC02874553
Cc1ccc(NC(=O)CSc2nnc(o2)-c2ccccc2)c(C)c1,ZINC00266057
Cc1ccccc1Cn1ccc(NC(=O)c2nn(C)cc2Cl)n1,ZINC00999544
Cc1ccc(NC(=O)CN2C(=O)COc3ccc(Cl)cc23)cc1,ZINC00582997
Cc1ccc(C)c(c1)S(=O)(=O)NNC1=CCSc2ccc(F)cc12,ZINC03546622
Cc1ccccc1C(=O)NN1C(=S)S\C(=C/c2cccc(O)c2)C1=O,ZINC01799643
Cc1cccc(NC(=O)CC2Sc3ccccc3NC2=O)c1C,ZINC00095683
CC(OC(=O)c1cn2ccccc2n1)C(=O)Nc1ccccc1F,ZINC04485195
COC(=O)CNC(=O)c1cc(nc2ccc(Cl)cc12)-c1ccccn1,ZINC01073694
COc1ccc(cc1)C(=O)c1sc(Nc2ccc(F)cc2)nc1N,ZINC01426726
CN(C)c1cccc(N\C=C2\C(=O)NC(=O)N(C2=O)c2ccc(F)cc2)c1,ZINC03853607
CC(OC(=O)c1ccc2ncsc2c1)C(=O)Nc1ccccc1C,ZINC03479239
Cc1ccccc1C(=O)[N-]c1ncn(Cc2cccc(Cl)c2)n1,ZINC02795501
COc1ccc(NC(=O)c2nnn(c2C)-c2ccccc2)cc1Cl,ZINC02713179
Cc1cc(C(=O)N\N=C/c2ccccc2O)c2cc(Br)ccc2n1,ZINC03983541
Cc1ccccc1NC(=O)CN1C(=O)S\C(=C\c2ccccn2)C1=O,ZINC03858867
COc1ccccc1CC(=O)Nc1nc2ccc(F)cc2s1,ZINC03524271
Clc1ccc2Oc3ncnc(NCc4ccccc4)c3NCc2c1,ZINC00507733
Nc1ccc2nc(SCc3nc4ccccc4[nH]3)sc2c1,ZINC01210991
O=C(CCSc1ccccc1)Nc1nc2cc3OCOc3cc2s1,ZINC04348706
CC(Oc1ccc(C)cc1Br)C(=O)N\N=C\c1ccncc1,ZINC00943564
CC(C1Sc2ccccc2NC1=O)C(=O)Nc1cccc(F)c1,ZINC01062424
COc1ccccc1NC(=O)CCc1nc(no1)-c1ccccc1F,ZINC00428166
C=CCNC(=O)c1ccc2C(=O)N(Cc3ccco3)C(=S)[N-]c2c1,ZINC02970881
COc1ccccc1OCC(=O)NNC(=S)Nc1cccc(F)c1,ZINC00609399
CN(C)c1ccc(cc1)-c1nnc(S)n1\N=C\c1cccnc1,ZINC01479059
COc1cc2ccccc2cc1C(=O)OCC(=O)Nc1ccc(Cl)cn1,ZINC03467752
Cc1ccccc1Cn1cc([N-]S(=O)(=O)c2ccc(Cl)cc2)cn1,ZINC02765912
COc1ccc(cc1)C(=O)[N-]c1nnc(s1)-c1ccc(F)cc1,ZINC00179051
CC(=O)c1cccc(OCC(=O)Nc2ccc(OC(F)F)cc2)c1,ZINC01514385
OCCc1ccc(NC2CC(=O)N(C2=O)c2ccc(Cl)cc2)cc1,ZINC00100466
CC(C)Oc1ccc(cc1)C(=O)Nc1nc2c(F)cccc2s1,ZINC02714030
Cc1ccc(cc1)N1N=C(C)/C(=C/Nc2cc(Cl)ccc2O)C1=O,ZINC03862482
O=C(NCCc1ccccc1)\C=C1\Sc2ccccc2NC1=O,ZINC03862691
Cc1nc2ccc(Cl)cn2c1C(=O)N\N=C/c1c(O)ccc2ccccc12,ZINC03976503
O=C(Cn1c(cc2sccc12)C(=O)NC1CC1)c1ccccc1,ZINC01324419
Oc1cccc(\C=N\Nc2ncnc3sc4CCCCc4c23)c1,ZINC04132997
Brc1ccc2nc(-c3cccnc3)c(NCC3CCCO3)n2c1,ZINC00904297
Cc1ccc(C(=O)NCc2nc(no2)-c2ccccc2)c(Cl)c1,ZINC02879045
Cc1cccc2c1N=C([O-])/C2=N\NC(=O)c1ccc(Br)cc1,ZINC04466073
CC(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(cc1)C(C)=O,ZINC03607382
Cc1ccc(\C=N\NC(=O)CSc2nc3ccccc3o2)o1,ZINC00546979
CCOc1ncccc1C(=O)OCC(=O)Nc1cc(F)ccc1F,ZINC03379497
COc1ccccc1\C=C1/C(=C)NN(C1=O)c1ccccc1Cl,ZINC03852938
Cc1nc(Nc2ccccc2)cc(n1)-c1cncc(Br)c1,ZINC01495494
CC(C)CC(=O)Nc1cccc(NC(=O)c2cccs2)c1,ZINC00316994
COc1cc(ccc1O)C1NC(=S)NC(c2ccccc2)=C1C(C)=O,ZINC01125129
Clc1cccc(NC(=O)CCn2nnc3ccccc23)c1,ZINC00419373
COC(=O)NNC(=C)c1ccc2Sc3ccccc3Nc2c1,ZINC03227646
CC(=O)c1ccc(cc1)C(=O)Nc1nc(cs1)-c1ccc(F)cc1,ZINC01509349
COc1ccccc1C(C)NC(=O)c1ccc(Cl)c(c1)N(=O)=O,ZINC03430982
CCOC(=O)c1cccc(NC(=O)COc2ccccc2Cl)c1,ZINC00094387
COC(=O)c1sc(cc1[N-]S(=O)(=O)c1ccccc1)-c1cccs1,ZINC01027844
COc1ccc(cc1)C(=O)NCc1csc(n1)-c1cccs1,ZINC00131567
CSc1ccccc1C(=O)OC(C)C(=O)Nc1ccccc1F,ZINC03420778
Cn1c(SCc2ccccc2Cl)nnc1-c1ccc(O)cc1,ZINC00422407
Cc1ccc(s1)-c1cc([nH]n1)C(=O)N\N=C\c1ccc(F)cc1,ZINC00054084
CNC(=S)N\N=C\c1ccc(cc1)N(C)c1ccccc1,ZINC01005415
CCc1ccc(NC(=O)c2nnn(c2C)-c2cccc(Cl)c2)cc1,ZINC02692775
Clc1ccccc1C(=O)OCCNC(=O)c1cccnc1,ZINC02679762
Clc1cccc(c1)-c1ccc(o1)\C=N/NC(=O)c1ccc2OCCOc2c1,ZINC03969471
FC(F)Oc1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1,ZINC02636394
CN(C(C)=O)c1ccc(NC(=O)c2cccc(I)c2)cc1,ZINC00670886
CCCc1nc(SCC(=O)Nc2nccs2)c2ccccc2n1,ZINC01342777
COc1ccc2cc(CN(C)C(=O)c3ccccc3Cl)c(O)nc2c1,ZINC01312305
Cc1cccc(NC(=O)CSc2nc3ccccc3[nH]2)c1C,ZINC00574045
Cc1cccc(c1)\N=C1/NC(=O)\C(S1)=C/c1ccc(O)cc1,ZINC03983397
COc1cccc(\C=N\NC(=O)CNc2cccc(Br)c2)c1,ZINC01054723
CN(C)c1ccc(cc1)\C=C1\S\C(NC1=O)=N\c1ccc(O)cc1,ZINC04464240
Cc1cc([nH]n1)C(=O)N\N=C/c1ccc(o1)-c1ccc(Br)cc1,ZINC03970228
ClCCOC(CNS(=O)(=O)c1ccccc1)c1ccccc1,ZINC03075961
CC(OC(=O)c1ccc2OCCOc2c1)C(=O)Nc1cccc(Cl)c1,ZINC03459593
CCC(=O)Oc1ccc(cc1)C(=O)Nc1cccc(I)c1,ZINC00692532
COc1ccc(Br)cc1S(=O)(=O)NCCc1ccccc1,ZINC00781591
COc1ccccc1NC1CC(=O)N(C1=O)c1ccc(Br)cc1,ZINC01191313
OCCNC(=O)c1c(noc1-c1ccccc1)-c1ccc(F)cc1,ZINC02480219
Cc1ccc2NC3=C(Sc2c1)N(COCc1ccccc1)C(=O)NC3=O,ZINC03654702
CC(=O)c1ccc(NC(=O)CSc2ccc(Br)cc2)cc1,ZINC03441645
CCc1ccccc1NC(=O)C1=CCC(=O)N(N1)c1ccc(Br)cc1,ZINC02421766
Brc1ccc(cc1)N1NC(=C)\C(=C\c2ccc(o2)N(=O)=O)C1=O,ZINC02772292
COc1cccc(c1)C1=NNC(=S)N1\N=C/c1c(O)ccc2ccccc12,ZINC03890927
CC(=N\Nc1nc2ccccc2s1)\C1=C([O-])c2ccccc2C1=O,ZINC03864918
Brc1cccc(OCC(=O)NN\C=C2\CCC=CC2)c1,ZINC03868126
Fc1ccc(CNC(=C)[C-]2C(=O)NC(=O)N(C2=O)c2ccccc2F)cc1,ZINC03869143
COc1cccc(C\N=C(/C)C2N=C(OC2=O)c2ccc(Cl)cc2)c1,ZINC04419655
COC(=O)c1ccc(NC(=O)COc2ccc(F)cc2)cc1,ZINC00390250
CC(OC(=O)c1ccccc1N(=O)=O)C(=O)Nc1cccc(Cl)c1C,ZINC01981917
COc1ccc2O\C(=N\c3ccc(Br)cc3)C(=Cc2c1)C(N)=O,ZINC03858951
COc1cc(ccc1OC(C)=O)\C=N\NC(=O)c1ccc(Cl)cc1,ZINC00485132
Nc1sc(cc1C(=O)N\N=C\c1ccc2OCOc2c1)-c1ccccc1,ZINC02523379
COc1cc(NC(=O)c2cccs2)ccc1NC(=O)c1ccco1,ZINC00173500
CC\N=C1/SC=C(N1\N=C/c1cccs1)c1ccc2OCC(=O)Nc2c1,ZINC04464876
COc1cc(ccc1O)\C=C1\C(C)=NN(C1=O)c1ccc(Cl)cc1,ZINC03967010
Cn1cc(\C=C/C(=O)Nc2ccn(Cc3c(F)cccc3Cl)n2)cn1,ZINC03852910
Cc1ccc(Cl)cc1N1C(=O)CC(Sc2ccccc2N)C1=O,ZINC00096996
CC(=O)Nc1cccc(OCC(=O)Nc2ccccc2F)c1,ZINC00575730
CCc1nnc2c(Nc3ccc(Cl)cc3OC)nc3ccccc3n12,ZINC00838180
COc1cc(N\C=C2/C(=O)NC(=O)N(C2=O)c2ccccc2F)cc(OC)c1,ZINC01069901
Clc1ccccc1OCC(=O)N\N=C\c1ccc2OCOc2c1,ZINC00566700
Cc1ccc(cc1)S(=O)(=O)NCCc1cccc(Cl)c1,ZINC02745639
Fc1ccc(NC2=C(N3CCCC3)C(=O)c3ccccc3C2=O)cc1,ZINC04104157
CSc1ccc(Cl)c(c1)C(=O)Nc1ccc(NC(C)=O)cc1,ZINC00133902
CC(=O)c1ccc(NC(=O)c2c(C)nn(-c3ccccc3)c2Cl)cc1,ZINC00868698
CC(OC(=O)c1cc2ccccc2o1)C(=O)Nc1cccc(Cl)c1,ZINC04332070
C=CCN1C(=S)NC(=O)\C(C1=O)=C/c1cccc(Oc2ccccc2)c1,ZINC02908274
Clc1ccccc1\C=N\N=C1\NC(=O)C(Cc2ccccc2)S1,ZINC01801262
CCC(=O)Nc1ccc(NC(=O)COc2ccc(I)cc2)cc1,ZINC01206148
CC(=O)C(\C(=O)Nc1ccccc1)=C/N1C(=S)Nc2ccccc12,ZINC01637418
Cc1cc(OCC(=O)N\N=C/c2cccnc2)ccc1Br,ZINC00512462
OCC1CCCN1C(=O)c1cc(nc2ccccc12)-c1ccc(O)cc1F,ZINC00594111
C1Oc2ccccc2OC1CSc1nnc([n-]1)-c1cccs1,ZINC03403694
CNC(=O)C(\NC(=O)c1ccc(Br)o1)=C\c1ccc2OCOc2c1,ZINC00730717
CC(OC(=O)C1COc2ccccc2O1)C(=O)Nc1ccc(Cl)cc1,ZINC03497632
CC(=O)Nc1ccc(NC(=O)CSc2nc3ccccc3s2)cc1,ZINC01185697
COC(=O)c1ccc(C)c(NC(=O)c2ccccc2Br)c1,ZINC03555979
Brc1ccc(cc1)S(=O)(=O)N\N=C/c1ccc2OCCOc2c1,ZINC03867751
CCCC(=O)Nc1ccc(cc1Cl)N1C(=O)c2ccccc2C1=O,ZINC00513717
NC(=S)C(C(=O)OC1Cc2ccccc2C1)c1ccccn1,ZINC00004436
CN1N=C(CC(=O)Nc2ccc(F)cc2F)c2ccccc2C1=O,ZINC00223693
FC(F)Oc1ccccc1C(=O)OCC(=O)NC(=O)c1ccccc1,ZINC03573465
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cccc(O)c1,ZINC00079184
FC(F)Oc1ccccc1NC(=O)COC(=O)c1ccc2OCOc2c1,ZINC03263549
COc1ccc(NC(=S)Nc2ccc3nccnc3c2)cc1,ZINC00613132
Cc1cc(Br)ccc1N1C(=O)CC(Sc2ccccc2N)C1=O,ZINC01045920
CC(OC(=O)c1cccnc1Cl)C(=O)Nc1ccccc1C,ZINC03397071
CCn1c(SCc2ccccc2Cl)nnc1-c1ccc(O)cc1,ZINC00422578
C\C(NNC(=O)CNC(=O)c1ccc(F)cc1)=C/c1ccccc1,ZINC03859493
COc1cc(ccc1O)\C=N/NC(=O)COc1cccc(Br)c1,ZINC00863179
Cn1ncc(NC(=O)c2ccccc2Cl)c1C(=O)NCc1ccco1,ZINC02795513
COC(=O)c1cccc(NC(=O)C(\Br)=C\c2ccccc2)c1,ZINC00955247
Cc1ccc(C)c(NC(=S)NNC(=O)c2ccccc2)c1,ZINC02784582
Clc1ccccc1C(=O)NNC(=O)C1COc2ccccc2O1,ZINC00332682
COc1cc(Br)ccc1OCC(=O)N\N=C/c1ccccn1,ZINC03969797
COc1cc(ccc1O)\C=C1/C(=C)NN(C1=O)c1ccc(I)cc1,ZINC03854494
COc1cc(ccc1OC(F)F)C(=O)OCC(=O)Nc1ccccc1,ZINC03489828
COc1cc2[N-]C(=S)N(CCc3c[nH]c4ccccc34)C(=O)c2cc1OC,ZINC02232900
Cc1cc(\C=N/NC(N)=S)c(C)n1-c1ccc2ncccc2c1,ZINC03963900
Brc1ccc(cc1)\C=N/NC(=O)CNC(=O)c1ccco1,ZINC03993013
COc1ccccc1N\N=C(/C(N)=O)c1nc2ccccc2s1,ZINC04292636
COc1ccc2nc(NC(=O)CSc3nccn3C)sc2c1,ZINC00063018
O=C([N-]c1nnc(NC2CC2)s1)c1cc2ccccc2s1,ZINC03629150
CNC1=C(\C=N\c2cccc(Cl)c2)C(=O)N2C=C(C)C=CC2=N1,ZINC00230630
CCOC(=O)NC1([N-]c2ccc(Cl)c[nH+]2)Oc2ccccc2O1,ZINC03856365
Cc1c(Cl)cccc1NC(=O)CN1C(=O)c2ccccc2C1=O,ZINC00575879
CC(Sc1nnc2sc3ccccc3n12)C(=O)Nc1ccccc1,ZINC03495672
CC1=C(Cc2ccccc2)C(=O)NC(Nc2nc3ccccc3s2)=N1,ZINC03912227
Cc1c(n[nH]c1C(=O)N\N=C/c1ccc(Cl)cc1)-c1ccccc1,ZINC00229711
COc1ccc(cc1)C1=NN(C)C(=N)C\1=N\Nc1ccc(Cl)cc1Cl,ZINC03869104
CC(C)(O)C(=O)[N-]N(C(=O)c1ccc(F)cc1)c1ccccc1,ZINC00273661
Cc1cc(C)cc(c1)-n1nnc(C(=O)Nc2ccc(F)cc2)c1N,ZINC00424330
CC1=[NH+]c2ccc(Cl)cc2C(N1CC(=O)NN)c1ccccc1,ZINC00287285
COc1ccc(NC(=S)Nc2cnn(Cc3ccc(F)cc3)c2)cc1,ZINC02851878
Cc1ccc([N-]C(=S)NC(=O)CN2C(=O)c3ccccc3C2=O)cc1,ZINC03069482
COc1ccc(cc1)\C=N\NC(=O)c1cncc(Br)c1,ZINC00289424
Clc1ccc(cc1)C(=O)NCCCC(=O)Oc1ccc2OCOc2c1,ZINC03374845
COC(=O)c1cccc(NC(=S)NCCc2ccccc2)c1,ZINC02846182
NC(=O)c1ccccc1NC(=O)CSCc1ccccc1Cl,ZINC00567298
Cc1sc2ncnc(SCC(=O)Nc3ccccc3)c2c1C,ZINC00099012
COc1cccc(c1)C1C=C(Nc2nnnn12)c1ccc(Cl)cc1,ZINC00554574
COc1ccc(Cl)c(NC2=NC(=O)\C(S2)=C\c2cccnc2)c1,ZINC03862056
COC(=O)c1ccc(OC(=O)Nc2ccc(SC)cc2)cc1,ZINC00399645
CCc1nnc(SCC(=O)N(c2ccccc2)c2ccccc2)[n-]1,ZINC00609142
CC(NS(=O)(=O)c1ccc2oc3ccccc3c2c1)c1cccs1,ZINC01421026
COC(=O)c1ccc(NC(=S)N\N=C/c2ccc(F)cc2)cc1,ZINC00134388
Cc1ccc(CNC(=S)NCc2ccncc2)cc1,ZINC00609963
OCCOC(=O)c1nn(Cc2ccc(Cl)cc2)c2ccccc12,ZINC03629055
CC(C)(CO)CNc1nnc(-c2cccc(Cl)c2)c2ccccc12,ZINC00015771
CC(OC(=O)c1ccncc1)C(=O)Nc1cccc(Cl)c1,ZINC03246968
OC1(Cn2cncn2)c2ccccc2CC\C1=C/c1ccc(Cl)cc1,ZINC03856262
Cc1ccc(NCC(=O)N\N=C\c2ccccc2Cl)cc1,ZINC00251855
Cc1ccc(cc1)-c1nnc(S)n1\N=C/c1ccccc1O,ZINC03963870
Brc1cccc(c1)N1[N-]C(=O)\C(=C/C=C\c2ccco2)C1=O,ZINC03854641
Cn1c(S)nnc1-c1cccc(NC(=O)c2ccccc2F)c1,ZINC01264601
Cc1cc(C)nc([N-]c2n[nH]c(n2)-c2ccccc2Br)n1,ZINC00540055
CC(=O)Oc1ccc(Br)cc1\C=C\C1=Nc2ccccc2C(=O)N1,ZINC04426878
CC(C)C(NC(=O)c1cccs1)C(=O)Nc1nc2ccccc2s1,ZINC01120740
CSc1ncccc1C(=O)Nc1nc(-c2ccccc2)c(C)s1,ZINC03373585
COc1cc(NC(=S)NNC(=O)c2cccs2)cc(OC)c1,ZINC02782879
CCCN1N=C(C(=O)Nc2ccc(F)cc2F)c2ccccc2C1=O,ZINC03517648
Brc1ccc(OCC(=O)Nc2ccc3OCCOc3c2)cc1,ZINC02921300
Ic1ccccc1NC(=O)C(=C/c1ccc2OCOc2c1)\C#N,ZINC04000752
Oc1ccc(CCN2C=Nc3c([nH]c4ccc(Cl)cc34)C2=O)cc1,ZINC00485510
Cc1ccc(NCc2nnc(S)n2-c2ccccc2)cc1,ZINC00483439
OCCNc1nc(nnc1-c1ccccc1)-c1ccc(Cl)cc1,ZINC03767077
C\C=C(/NNC(=O)c1ccccn1)c1cccc(Cl)c1,ZINC03858106
