,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
4302,CHEMBL3604941,3600,nM,CC(=O)N1CCN(CC1)c1cc(Nc2n[nH]c3ccccc23)nc(Oc2cccc(NC(=O)C=C)c2)n1,5.443697499,498.2127867,8,3,3.6818,TRUE
4303,CHEMBL2424794,3600,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4cccnc4Cl)cc23)c1,5.443697499,435.0653655,5,2,5.7271,TRUE
4304,CHEMBL3740923,3600,nM,Oc1nnc(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)c2cn(nc12)-c1ccccc1,5.443697499,429.1589602,5,2,5.8502,TRUE
4308,CHEMBL1812561,3610,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccccc4)cc23)c1,5.442492798,400.1090888,4,2,5.6787,TRUE
4309,CHEMBL1172803,3620,nM,Cc1ncc(n1CCOC(=O)\C=C\c1ccc(Cl)cc1)N(=O)=O,5.441291429,335.0672836,6,0,3.00972,TRUE
4310,CHEMBL1242751,3660,nM,COc1cccc(c1OC)-c1nn(C(C)C)c2ncnc(N)c12,5.436518915,313.1538748,7,1,2.6736,TRUE
4311,CHEMBL3741960,3670,nM,Cc1c([nH]c(-c2ccccc2)c1-c1ccccc1)C(=O)c1coc2ccc(O)cc12,5.435333936,393.1364935,3,2,6.33992,TRUE
4312,CHEMBL2070195,3680,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)C4COc5ccccc5O4)cc23)c1,5.434152181,476.0484025,6,2,4.9144,TRUE
4313,CHEMBL104466,3700,nM,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,5.431798276,303.1582915,6,2,2.3624,TRUE
4314,CHEMBL206197,3700,nM,Nc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,5.431798276,357.0792659,6,3,4.3127,TRUE
4315,CHEMBL2064399,3700,nM,C[C@H](Nc1ncnc2cc3OC(=O)N(CCCN4CCOCC4)c3cc12)c1ccccc1,5.431798276,433.2113897,8,1,3.4331,TRUE
4316,CHEMBL3604915,3700,nM,CCC(=O)Nc1cccc(c1)-c1nc(Nc2cc[nH]n2)c2ccccc2n1,5.431798276,358.1542092,5,3,4.112,TRUE
4317,CHEMBL4079125,3700,nM,Clc1ccc(c(Cl)c1)-c1nnc(Cc2nc3ccccc3[nH]2)o1,5.431798276,344.0231663,4,1,4.5105,TRUE
4318,CHEMBL3133896,3710,nM,Fc1cc(Br)ccc1Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C,5.43062609,432.0055724,5,1,4.4072,TRUE
4319,CHEMBL1242110,3720,nM,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc12,5.42945706,287.1182383,6,2,2.5011,TRUE
4320,CHEMBL1830263,3740,nM,NC(=S)N\N=C(\C=C\c1cccc(c1)N(=O)=O)c1ccccc1,5.427128398,326.0837467,4,2,2.8455,TRUE
4321,CHEMBL287022,3762.4,nM,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.424535034,379.0636159,5,2,3.99938,TRUE
4325,CHEMBL332497,3830,nM,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN1CCOCC1,5.416801226,521.1062517,7,2,4.44808,TRUE
4326,CHEMBL2437474,3836,nM,COc1ccc(cc1)N1C(=O)C=Nc2cnc(Nc3cccc(N)c3)nc12,5.416121402,360.1334738,8,2,2.5101,TRUE
4327,CHEMBL1821868,3850,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccc(cc1)N(=O)=O)c1nc(cs1)-c1ccccc1,5.41453927,454.1463469,6,0,6.69084,TRUE
4328,CHEMBL1241485,3850,nM,COc1cc(ccc1N)-c1nn(C(C)C)c2ncnc(N)c12,5.41453927,298.1542092,7,2,2.2472,TRUE
4330,CHEMBL1241483,3860,nM,COc1cc(ccc1F)-c1nn(C(C)C)c2ncnc(N)c12,5.413412695,301.1338884,6,1,2.8041,TRUE
4331,CHEMBL1173794,3870,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccccc1Cl)C(N)=S,5.412289035,343.0909963,2,1,4.35154,TRUE
4332,CHEMBL1170278,3880,nM,Cc1ncc(n1CCOC(=O)\C=C\c1cccc2ccccc12)N(=O)=O,5.411168274,351.121906,6,0,3.50952,TRUE
4333,CHEMBL3416614,3883,nM,Brc1cc2c(NCc3ccncc3)ncnc2s1,5.410832609,319.9731294,5,1,3.4609,TRUE
4334,CHEMBL3740582,3890,nM,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1nnc(C)c2nn(cc12)-c1ccccc1,5.410050399,441.1953457,4,1,6.76144,TRUE
4335,CHEMBL541307,3900,nM,C[NH+](C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1,5.408935393,406.1771684,5,3,2.2208,TRUE
4336,CHEMBL3221542,3900,nM,CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(C)c3)c2cc1OC,5.408935393,446.172083,7,2,5.46942,TRUE
4337,CHEMBL3234740,3900,nM,C[NH+]1CCN(CC1)Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)c3cnccn3)c2)cc1C(F)(F)F,5.408935393,512.2147588,6,2,4.05582,TRUE
4338,CHEMBL2316154,3900,nM,COc1cc(OC)cc(c1)\C=C1/CCC\C(C1=O)=C/c1ccc(cc1)N(C)C,5.408935393,377.1990937,4,0,4.9898,TRUE
4339,CHEMBL3809489,3900,nM,Nc1nc(Nc2ccc3CC[C@@H](CCc3c2)[NH+]2CCCC2)nn1-c1cc2CCCc3ccccc3-c2nn1,5.408935393,506.2906431,8,2,4.882,TRUE
4340,CHEMBL3604927,3900,nM,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Oc2cccc(c2)N(=O)=O)n1,5.408935393,410.1814866,9,2,2.70402,TRUE
4341,CHEMBL4213146,3900,nM,CCc1c2C(=O)NC(Cc3ccccc3)=Cn2c2ccc(cc12)C(F)(F)F,5.408935393,370.1292978,2,1,4.9528,TRUE
4342,CHEMBL4102284,3900,nM,CC(C)N1C\C(=C/c2nc(C)c(C)nc2C)C(=NO)\C(C1)=C\c1nc(C)c(C)nc1C,5.408935393,420.2637596,7,1,4.13832,TRUE
4343,CHEMBL1365395,3920,nM,Cc1ccc2c(C)nc([N-]c3nc(O)cc(CSc4nnnn4-c4ccccc4)n3)nc2c1,5.406713933,457.1433272,11,2,3.75384,TRUE
4344,CHEMBL4062617,3920,nM,C=CC(=O)NCc1cccc(c1)-c1nc(C2CC2)c([nH]1)-c1ccnc2[nH]c(cc12)-c1ccccc1,5.406713933,459.2059104,3,3,5.9666,TRUE
4345,CHEMBL3628799,3950,nM,Brc1cccc(NC(=O)Nc2ccc(Nc3ncnc4sc5CCCCc5c34)cc2)c1,5.403402904,493.0571934,5,3,6.7202,TRUE
4346,CHEMBL3263359,3960,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1cccc2ccccc12)C1=NC(CS1)c1ccccc1,5.402304814,461.1925689,4,0,7.45184,TRUE
4348,CHEMBL2018755,4000,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.397940009,368.1484551,7,2,3.87732,TRUE
4349,CHEMBL319620,4000,nM,Oc1ccc(O)c(CNc2ccc(O)c(c2)C([O-])=O)c1,5.397940009,275.0793725,5,5,2.1137,TRUE
4350,CHEMBL78280,4000,nM,CNC(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1OC)\C=C(/C)N(=O)=O,5.397940009,406.0834719,7,1,2.46,TRUE
4351,CHEMBL358494,4000,nM,Oc1ccc(cc1O)\C=C(/C#N)C(=O)N1CCN(CC1)C(=O)C(\C#N)=C\c1ccc(O)c(O)c1,5.397940009,460.1382844,8,4,1.69396,TRUE
4352,CHEMBL3221552,4000,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.397940009,404.1251328,7,2,4.29912,TRUE
4353,CHEMBL543669,4000,nM,COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC,5.397940009,331.1087545,5,0,3.8367,TRUE
4354,CHEMBL3353405,4000,nM,COc1cc(N2CC(C2)[NH+](C)C)c(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12,5.397940009,518.1945498,9,2,4.0716,TRUE
4355,CHEMBL7810,4000,nM,COc1cc(O)c2C(=O)C(=CN(CCc3ccccc3)c2c1)c1cccc(Cl)c1,5.397940009,405.1131712,4,1,5.2788,TRUE
4356,CHEMBL483232,4000,nM,CCOc1cc(cc(CSc2cccc(OC)c2)c1O)\C=C(/C#N)C(N)=O,5.397940009,384.1143781,6,2,3.48408,TRUE
4357,CHEMBL2312304,4090,nM,Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC3CCCC3)n2)c1,5.388276692,506.1599941,7,3,4.3221,TRUE
4358,CHEMBL382186,4100,nM,CS(=O)(=O)Nc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,5.387216143,461.0157225,7,3,4.072,TRUE
4359,CHEMBL103552,4100,nM,Oc1ccc(O)c(CN(Cc2ccccc2O)c2ccc(O)c(c2)C([O-])=O)c1,5.387216143,381.1212373,6,5,3.414,TRUE
4360,CHEMBL1641989,4100,nM,C[NH+](C)CCCC(=O)Nc1ccc2c(cnc(Nc3cccc(Br)c3)c2c1)C#N,5.387216143,451.1007724,5,2,4.89288,TRUE
4361,CHEMBL117804,4100,nM,C(Cc1ccccc1)Nc1ncnc2ccccc12,5.387216143,249.1265975,3,1,3.2844,TRUE
4362,CHEMBL448730,4100,nM,CC[NH+](CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc12,5.387216143,437.1215079,5,1,5.4324,TRUE
4363,CHEMBL2424807,4100,nM,Clc1cccc(Nc2ncnc3ccc(NCc4cccc(Br)n4)cc23)c1,5.387216143,439.0199353,5,2,5.7964,TRUE
4364,CHEMBL1958039,4120,nM,Clc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccc(Br)cc1,5.385102784,432.9651228,4,0,4.883,TRUE
4365,CHEMBL1172802,4120,nM,Cc1ncc(n1CCOC(=O)\C=C\c1ccc(F)cc1)N(=O)=O,5.385102784,319.0968341,6,0,2.49542,TRUE
4366,CHEMBL1683971,4130,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCN1CCOCC1,5.384049948,466.1571819,6,1,4.58382,TRUE
4367,CHEMBL3746212,4130,nM,CC(=O)N1N=C(CC1c1ccc(cc1)C(=O)OCCn1c(C)ncc1N(=O)=O)c1ccc(Br)cc1,5.384049948,539.0804309,8,0,4.41682,TRUE
4368,CHEMBL589809,4150,nM,[O-]c1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=O)Nc1ccccc1,5.381951903,418.0651114,2,2,6.0724,TRUE
4369,CHEMBL3237940,4150,nM,Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CCC2,5.381951903,490.1075646,7,1,5.1873,TRUE
4370,CHEMBL2047019,4200,nM,ONC(=O)CCCCCC(=O)Nc1ccc(O)c(c1)C(=O)Nc1cccc(c1)C(F)(F)F,5.37675071,453.1511555,5,5,4.0577,TRUE
4371,CHEMBL195218,4200,nM,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F,5.37675071,540.16026,10,3,3.1489,TRUE
4372,CHEMBL4216265,4210,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(C)=O)n1)N1CC[NH+](C)CC1,5.375717904,482.1833164,8,2,4.3847,TRUE
4373,CHEMBL1173688,4210,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccccc1Br)C(N)=S,5.375717904,387.0404807,2,1,4.46064,TRUE
4374,CHEMBL1958217,4240,nM,COc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccc(C)cc1,5.372634143,365.1197978,5,0,3.78412,TRUE
4375,CHEMBL153518,4270,nM,CC[NH+](CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc12,5.369572125,467.1320726,6,1,5.441,TRUE
4376,CHEMBL1958024,4270,nM,COc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccccc1,5.369572125,351.1041478,5,0,3.4757,TRUE
4378,CHEMBL3233762,4286,nM,CN(CC[NH+](C)C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.367947833,436.1248362,7,2,3.6593,TRUE
4379,CHEMBL2312303,4290,nM,Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)c1,5.367542708,504.1807296,6,3,4.4923,TRUE
4381,CHEMBL291986,4300,nM,Oc1ccc(cc1O)\C=C(/C#N)C(=O)N1CCN(CC1)c1ccccc1,5.366531544,349.1426415,5,2,2.35358,TRUE
4382,CHEMBL4069070,4300,nM,COc1ccc(OC)c(Sc2cccc3[nH]c4nc(N)[nH+]c(N)c4c23)c1,5.366531544,367.1102958,7,3,3.4439,TRUE
4383,CHEMBL1242847,4300,nM,COc1ccc(cc1)-c1nn(C(C)C)c2ncnc(N)c12,5.366531544,283.1433102,6,1,2.665,TRUE
4384,CHEMBL1944921,4300,nM,COc1cccc2C(=O)c3c(O)ccc(O)c3C(=O)c12,5.366531544,270.0528234,5,2,1.8818,TRUE
4385,CHEMBL3325474,4300,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C1c1cc3cc(C)ccc3n3nnnc13)C(=O)CCC2,5.366531544,481.1862376,10,1,2.93512,TRUE
4386,CHEMBL3098322,4300,nM,COc1cc2nc(Cl)nc(Nc3ccc(O)cc3)c2cc1OC,5.366531544,331.072369,6,2,3.7496,TRUE
4387,CHEMBL499345,4310,nM,Nc1nc2[nH]c(Cc3ccccc3Cl)cc2c(Nc2cccc(Br)c2)[nH+]1,5.36552273,427.0199353,4,3,5.2904,TRUE
4388,CHEMBL1242286,4320,nM,COCOc1cc(ccc1Br)-c1nn(C(C)C)c2ncnc(N)c12,5.364516253,391.0643869,7,1,3.4016,TRUE
4389,CHEMBL3742146,4320,nM,C[NH+](C)C\C=C\C(=O)Nc1cccc(Nc2nc(N\N=C(/C)c3cccnc3)ncc2Cl)c1,5.364516253,464.1839851,8,3,4.161,TRUE
4392,CHEMBL3133893,4390,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(cc3)S(=O)(=O)Nc3ccccn3)c2c1,5.35753548,446.1161094,7,3,3.6937,TRUE
4393,CHEMBL3742200,4390,nM,Oc1nnc(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)c2cn(nc12)-c1ccc(Cl)cc1,5.35753548,463.1199879,5,2,6.5036,TRUE
4394,CHEMBL1241674,4400,nM,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc12,5.356547324,308.1385591,6,3,2.8433,TRUE
4396,CHEMBL115519,4400,nM,COc1cc(cc(CSc2nc3cc(Cl)ccc3s2)c1O)\C=C(/C#N)C(N)=O,5.356547324,431.016511,7,2,4.34848,TRUE
4397,CHEMBL332269,4400,nM,CCCCNc1ncc2C=C(C(=O)N(C)c2n1)c1c(Cl)cccc1Cl,5.356547324,376.0857666,5,1,4.5143,TRUE
4398,CHEMBL3133897,4400,nM,Cc1cc(Nc2ncnc3sc4CN(CCc4c23)C(=O)C=C)ccc1Br,5.356547324,428.0306443,5,1,4.57652,TRUE
4399,CHEMBL206848,4400,nM,[O-]C(=O)c1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,5.356547324,386.0581961,6,3,4.4287,TRUE
4400,CHEMBL1928889,4410,nM,Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.355561411,394.0752019,4,2,6.2923,TRUE
4401,CHEMBL3739587,4480,nM,CC(=O)c1nn(cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1)-c1ccc(Cl)cc1,5.348721986,479.1400546,4,1,6.92982,TRUE
4403,CHEMBL2064398,4500,nM,C[C@@H](Nc1ncnc2cc3OC(=O)N(CCCN4CCOCC4)c3cc12)c1ccccc1,5.346787486,433.2113897,8,1,3.4331,TRUE
4404,CHEMBL4094471,4500,nM,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,5.346787486,310.0621387,4,1,3.8571,TRUE
4405,CHEMBL106232,4500,nM,CN1CC[NH+](CCCCCNc2ncc3C=C(C(=O)N(C)c3n2)c2c(Cl)cccc2Cl)CC1,5.346787486,488.1858149,7,1,4.1319,TRUE
4406,CHEMBL2385983,4500,nM,CCOc1cc(N)c(cc1NC(=O)\C=C\C[NH+](C)C)C(=O)Nc1ccc(F)c(Cl)c1,5.346787486,434.1520965,5,3,3.7686,TRUE
4407,CHEMBL109296,4500,nM,CCNc1ncc2C=C(C(=O)N(C)c2n1)c1c(Cl)cccc1Cl,5.346787486,348.0544664,5,1,3.7341,TRUE
4409,CHEMBL1242757,4600,nM,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc12,5.337242168,292.1436445,5,2,3.1377,TRUE
4410,CHEMBL2316153,4600,nM,COc1cc(OC)cc(c1)\C=C1/CCC\C(C1=O)=C/c1ccc(O)cc1,5.337242168,350.1518092,4,1,4.6294,TRUE
4411,CHEMBL489083,4600,nM,NC(=[NH2+])SCCCN1C(=O)c2c(C1=O)n1c3ccccc3cc1c1cccc3ccn2c13,5.337242168,441.1259458,7,2,3.62807,TRUE
4412,CHEMBL418203,4600,nM,CN1CCC([C@@H](O)C1)c1c(O)cc(O)c2C(=O)C=C(Oc12)c1ccccc1Cl,5.337242168,401.1030004,6,3,3.3046,TRUE
4414,CHEMBL135577,4600,nM,CC[NH+](CC)CCNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NCC[NH+](CC)CC)[nH]c2ccccc12,5.337242168,676.1543171,4,4,2.0666,TRUE
4415,CHEMBL1914657,4608,nM,CC(Nc1ncnc2[nH]c(cc12)-c1ccc(O)cc1)c1ccc(cc1)C(F)(F)F,5.33648753,478.061608,4,3,6.1003,TRUE
4416,CHEMBL3759155,4610,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC[NH+]1CCCCC1,5.336299075,497.2426899,7,2,5.499,TRUE
4418,CHEMBL7002,4655,nM,CC1(CCCCC1)COc1ccc(CC2SC(=O)[N-]C2=O)cc1,5.332080315,333.1398646,4,1,3.9299,TRUE
4419,CHEMBL3739750,4670,nM,CC(=O)c1nn(cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1)-c1ccccc1,5.330683119,445.179027,4,1,6.27642,TRUE
4421,CHEMBL1822063,4680,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(C)cc1)c1nc(cs1)-c1ccc(Cl)cc1,5.329754147,459.117211,5,0,7.13622,TRUE
4422,CHEMBL484109,4700,nM,Nc1nc2[nH]c(CCc3ccc4ccccc4c3)cc2c(Nc2cccc(Br)c2)[nH+]1,5.327902142,457.0902077,4,3,5.9846,TRUE
4423,CHEMBL2333985,4700,nM,COc1cc2ncnc(Nc3ccc(cc3)C(C)(F)F)c2cc1OC,5.327902142,345.1288832,5,1,4.5023,TRUE
4424,CHEMBL4081698,4700,nM,CCC(=O)N1CCC[C@H](C1)n1nc(-c2ccccc2)c2c(N)ncnc12,5.327902142,350.1855093,6,1,2.649,TRUE
4425,CHEMBL263666,4700,nM,CC[NH+](CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCC[NH+](CC)CC)c3ccccc3n2C)n(C)c2ccccc12,5.327902142,704.1856172,6,2,2.0874,TRUE
4426,CHEMBL2424801,4700,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4cccnc4)cc23)c1,5.327902142,401.1043378,5,2,5.0737,TRUE
4428,CHEMBL3902295,4700,nM,Fc1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CCl)c4cc23)cc1F,5.327902142,434.059339,8,1,3.3415,TRUE
4429,CHEMBL157807,4700,nM,Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc12,5.327902142,410.0871178,6,2,3.6672,TRUE
4430,CHEMBL590876,4710,nM,Oc1ccc(cc1)\C=N\NC1=NC(=O)[CH-]S1,5.326979093,235.0415475,5,2,0.9451,TRUE
4431,CHEMBL481789,4720,nM,COc1ccc-2c(SCc3cnc(nc-23)-c2ccccc2)c1,5.326058001,306.0826841,4,0,4.4249,TRUE
4432,CHEMBL1958028,4790,nM,Fc1ccc(cc1)C1=NN(C(C1)c1ccc(Br)cc1)C1=NC(=O)[CH-]S1,5.319664487,416.9946734,4,0,4.3687,TRUE
4433,CHEMBL484108,4800,nM,Nc1nc2[nH]c(CCc3cccc4ccccc34)cc2c(Nc2cccc(Br)c2)[nH+]1,5.318758763,457.0902077,4,3,5.9846,TRUE
4434,CHEMBL1242748,4800,nM,Nc1ncnc2n(nc(-c3ccc(F)c(O)c3)c12)[C@H]1CCOC1,5.318758763,315.1131529,7,2,1.8816,TRUE
4435,CHEMBL77100,4800,nM,CCCCNC(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)\C=C\N(=O)=O,5.318758763,404.1042074,6,1,3.2316,TRUE
4437,CHEMBL2018750,4800,nM,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)cc3)c2cc1OC,5.318758763,382.1641052,7,2,4.3475,TRUE
4438,CHEMBL126456,4800,nM,CCOc1cc2ncnc(Nc3cccc(c3)-c3csc(C)n3)c2cc1OCC,5.318758763,406.1463469,7,1,5.60272,TRUE
4439,CHEMBL79704,4800,nM,[O-]C(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC([O-])=O)[nH]c2ccccc12,5.318758763,440.0864491,4,4,5.483,TRUE
4441,CHEMBL1241579,4800,nM,C[C@H](C[NH3+])n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc12,5.318758763,318.0995868,7,3,1.9542,TRUE
4442,CHEMBL3327179,4800,nM,NC1=C(C#N)C(c2cc3ccccc3n3nnnc23)C2=C(CCCC2=O)N1c1cccnc1,5.318758763,434.1603572,9,1,2.97728,TRUE
4443,CHEMBL2316159,4800,nM,COc1cc(OC)cc(c1)\C=C1/CCC\C(C1=O)=C/c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,5.318758763,462.2770097,4,1,7.2244,TRUE
4444,CHEMBL2437478,4802,nM,COc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)C=C)cc4)c3n2)cc1,5.318577844,414.1440384,8,2,3.0524,TRUE
4446,CHEMBL325156,4840,nM,CC[NH+](CC)C(C)\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OC)C#N,5.315154638,495.183731,6,2,5.87618,TRUE
4447,CHEMBL1958020,4860,nM,Fc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccccc1,5.313363731,339.0841613,4,0,3.6062,TRUE
4448,CHEMBL1271619,4884,nM,C[NH+](C)C\C=C\C(=O)N1CCc2c(C1)sc1ncnc(NCCO)c21,5.311224345,361.157246,7,2,1.098,TRUE
4450,CHEMBL204164,4900,nM,Fc1ccc(Nc2ncnc3Oc4ccc(NC(=O)C=C)cc4CNc23)cc1Cl,5.30980392,411.0898306,6,3,4.855,TRUE
4451,CHEMBL3604929,4900,nM,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Oc2cccc(N)c2)n1,5.30980392,380.2073074,8,3,2.37802,TRUE
4452,CHEMBL3604942,4900,nM,C[NH+]1CCN(CC1)c1cc(Nc2n[nH]c3ccccc23)nc(n1)-c1cccc(NC(=O)C=C)c1,5.30980392,454.2229575,7,3,3.6398,TRUE
4453,CHEMBL330882,4900,nM,COc1cccc2ncnc(NCc3ccccc3)c12,5.30980392,265.1215121,4,1,3.2505,TRUE
4454,CHEMBL2441565,4900,nM,C[NH+](C)C\C=C\C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc12,5.30980392,441.1367808,6,1,4.0091,TRUE
4456,CHEMBL1821891,4940,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(Cl)cc1)c1nc(cs1)-c1ccccc1,5.306273051,445.1015609,5,0,6.8278,TRUE
4457,CHEMBL599145,4960,nM,CCCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c1ccccc1,5.304518324,438.2042387,6,1,5.8382,TRUE
4458,CHEMBL3233759,4997,nM,COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.301290651,394.0302671,7,2,3.729,TRUE
4460,CHEMBL3221555,5000,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.301029996,418.1407829,7,2,4.68922,TRUE
4461,CHEMBL485065,5000,nM,[NH3+]CCNC(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)\C=C\N(=O)=O,5.301029996,427.060484,7,2,1.812,TRUE
4462,CHEMBL87084,5000,nM,Oc1cc2cc(cnc2cc1O)-c1ccncc1,5.301029996,238.0742276,4,2,2.708,TRUE
4463,CHEMBL440298,5000,nM,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCCCCc1ccccc1,5.301029996,336.1473925,4,3,3.14388,TRUE
4465,CHEMBL328295,5000,nM,O=N(=O)c1ccc2ncnc(Nc3ccccc3)c2c1,5.301029996,266.0803756,5,1,3.2816,TRUE
4467,CHEMBL2018762,5000,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.301029996,382.1641052,7,2,4.26742,TRUE
4468,CHEMBL1241587,5000,nM,CC(C)n1nc(-c2ccc3OCCc3c2)c2c(N)ncnc12,5.301029996,295.1433102,6,1,2.5913,TRUE
4469,CHEMBL2385992,5000,nM,C[NH+](C)C\C=C\C(=O)Nc1ccc(C)c(c1)C(=O)Nc1nccc(n1)-c1cccnc1,5.301029996,416.196074,6,2,3.15562,TRUE
4470,CHEMBL4103121,5000,nM,CCC(=O)N1CCC[C@H](C1)n1nc(-c2ccc(F)cc2)c2c(N)ncnc12,5.301029996,368.1760875,6,1,2.7881,TRUE
4471,CHEMBL4202955,5010,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)\C=C\C[NH+](C)C)c2)n1)N1CC[NH+](C)CC1,5.300162274,551.2411656,9,2,4.4826,TRUE
4472,CHEMBL361322,5010,nM,C(c1ccccc1)c1nc2cc(Nc3ncnc4nn5ccccc5c34)ccc2[nH]1,5.300162274,391.1545435,6,2,4.4882,TRUE
4473,CHEMBL3747281,5020,nM,CC(=O)N1N=C(CC1c1ccc(cc1)C(=O)OCCn1c(C)ncc1N(=O)=O)c1ccc(F)cc1,5.299296283,479.160497,8,0,3.79342,TRUE
4474,CHEMBL1270795,5048,nM,CSc1cn2c(cnc2c(Nc2cc(C)ns2)n1)-c1cn[nH]c1,5.296880654,343.0673854,8,2,3.34982,TRUE
4475,CHEMBL1821897,5070,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(F)cc1)c1nc(cs1)-c1ccc(Cl)cc1,5.294992041,463.0921391,5,0,6.9669,TRUE
